Year,playerId,season,Name,Team,position,Situation,GP,TOI,XGA,GA,UnblockedSA,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties,Year,NameYear,Votes
2008,8470266,2008,Tobias Stephan,DAL,G,5on5,10,17855,12.32,17,250,9.66,7,32.71,36,145.61,159,3.97,5,80.15,43,61.72,93,12.05,150,46,6,5.12,5.47,1.74,6,9,2,48,0,0,2008,Tobias Stephan2008,0
2008,8470266,2008,Tobias Stephan,DAL,G,4on5,10,2560,4.09,7,60,2.76,1,5.62,4,28.65,29,0.14,0,18.79,15,9.79,15,4,28,11,3,1.08,1.41,1.6,3,2,2,18,0,0,2008,Tobias Stephan2008,0
2008,8470266,2008,Tobias Stephan,DAL,G,5on4,10,3288,0.54,0,9,0.29,0,0.81,0,6.27,9,1.26,1,1.96,1,5.22,8,0.54,6,3,0,0.18,0.36,0,0,0,0,0,0,0,2008,Tobias Stephan2008,0
2008,8458988,2008,Manny Fernandez,BOS,G,other,28,2617,5.77,2,72,2.69,4,7.66,10,38.62,39,0.83,3,20.23,19,13.53,19,5.23,34,14,6,1.28,1.94,2.54,1,0,1,18,0,0,2008,Manny Fernandez2008,0
2008,8458988,2008,Manny Fernandez,BOS,G,all,28,98644,73.72,71,1355,50.09,51,169.49,189,765.79,791,26.15,27,411.06,295,324.82,437,71.54,779,209,72,23.15,25.07,25.5,23,23,25,295,2,1,2008,Manny Fernandez2008,0
2008,8458988,2008,Manny Fernandez,BOS,G,5on5,28,77411,46.9,45,1017,35.42,34,133.21,148,575.96,607,19.78,18,308.98,215,252.69,342,45.71,610,152,37,18.23,18.02,10.65,18,15,12,218,0,0,2008,Manny Fernandez2008,0
2008,8458988,2008,Manny Fernandez,BOS,G,4on5,28,9086,19,21,232,10.97,12,25.64,26,128.91,125,0.54,1,75.05,59,42.05,57,18.55,114,36,27,2.89,4.31,11.8,2,7,12,55,2,1,2008,Manny Fernandez2008,0
2008,8458988,2008,Manny Fernandez,BOS,G,5on4,28,9530,2.06,3,34,1.01,1,2.98,5,22.3,20,5,5,6.8,2,16.54,19,2.03,21,7,2,0.74,0.81,0.5,2,1,0,4,0,0,2008,Manny Fernandez2008,0
2008,8471695,2008,Tuukka Rask,BOS,G,other,1,109,0.13,0,2,0.05,0,0.16,0,0.73,2,0.02,0,0.35,1,0.35,1,0.13,2,0,0,0.13,0,0,0,0,0,0,0,0,2008,Tuukka Rask2008,0
2008,8471695,2008,Tuukka Rask,BOS,G,all,1,3598,1.76,0,55,1.63,2,7.39,10,29.83,35,0.99,2,16.16,13,15.16,18,1.72,39,3,2,0.93,0.34,0.49,0,0,0,11,0,0,2008,Tuukka Rask2008,0
2008,8471695,2008,Tuukka Rask,BOS,G,5on5,1,3249,1.61,0,50,1.41,2,6.61,9,27.02,31,0.93,2,14.4,10,14.1,17,1.56,34,3,2,0.78,0.34,0.49,0,0,0,11,0,0,2008,Tuukka Rask2008,0
2008,8471695,2008,Tuukka Rask,BOS,G,4on5,1,60,0.02,0,3,0.17,0,0.63,1,2.08,2,0,0,1.41,2,0.71,0,0.02,3,0,0,0.02,0,0,0,0,0,0,0,0,2008,Tuukka Rask2008,0
2008,8471695,2008,Tuukka Rask,BOS,G,5on4,1,180,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,Tuukka Rask2008,0
2008,8471186,2008,Yann Danis,NYI,G,other,31,3097,10.58,7,92,3.77,2,8.92,12,49.96,48,0.6,1,29.25,33,16.03,21,9.57,40,20,15,1.65,2.55,6.38,2,2,3,17,0,0,2008,Yann Danis2008,0
2008,8471186,2008,Yann Danis,NYI,G,all,31,105607,87.6,84,1791,64.15,59,203.81,218,919.32,933,27.32,18,512.47,421,394.23,486,84.64,987,221,91,28,27.1,32.5,28,27,29,492,0,0,2008,Yann Danis2008,0
2008,8471186,2008,Yann Danis,NYI,G,5on5,31,81595,55.21,51,1347,44.5,49,159.21,160,681.37,681,21.1,15,373.86,293,299.31,377,53.88,743,166,47,22.38,20.34,12.5,23,22,6,391,0,0,2008,Yann Danis2008,0
2008,8471186,2008,Yann Danis,NYI,G,4on5,31,10801,19.84,25,305,14.34,7,31.78,41,158.72,173,0.87,0,98.72,86,54.77,62,19.24,169,29,27,3.42,3.36,13.06,3,3,19,80,0,0,2008,Yann Danis2008,0
2008,8471186,2008,Yann Danis,NYI,G,5on4,31,10114,1.76,1,37,1,1,2.81,5,23.5,28,4.69,1,6.96,4,21.79,23,1.76,28,5,2,0.46,0.73,0.57,0,0,1,2,0,0,2008,Yann Danis2008,0
2008,8470594,2008,Marc-Andre Fleury,PIT,G,other,62,8893,16.49,15,232,8.72,10,25.57,27,124.33,127,3.74,3,65.54,50,47.93,65,15.17,114,38,22,3.85,4.8,7.83,7,2,6,58,0,0,2008,Marc-Andre Fleury2008,0
2008,8470594,2008,Marc-Andre Fleury,PIT,G,all,62,218191,154.13,162,3471,122.25,118,411.05,356,1823.07,1850,53.43,64,1019.68,855,770.33,973,148.04,1983,432,132,55.16,51.49,47.47,55,56,51,924,8,4,2008,Marc-Andre Fleury2008,0
2008,8470594,2008,Marc-Andre Fleury,PIT,G,5on5,62,162104,94.67,100,2493,81.79,74,308.83,271,1306.45,1327,38.58,47,729.03,614,564.16,706,92.32,1469,293,63,42.86,34.59,17.22,44,33,23,668,8,4,2008,Marc-Andre Fleury2008,0
2008,8470594,2008,Marc-Andre Fleury,PIT,G,4on5,62,23961,36.87,38,630,28.81,33,68.35,50,330.03,328,1.63,3,205.42,169,110.96,157,34.52,341,77,43,6.7,8.95,21.22,4,13,21,169,0,0,2008,Marc-Andre Fleury2008,0
2008,8470594,2008,Marc-Andre Fleury,PIT,G,5on4,62,23233,6,9,112,2.82,1,7.81,7,60.12,66,9.43,11,18.6,21,46.12,44,5.94,56,24,4,1.65,3.15,1.2,0,8,1,28,0,0,2008,Marc-Andre Fleury2008,0
2008,8473474,2008,Riku Helenius,T.B,G,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,Riku Helenius2008,0
2008,8473474,2008,Riku Helenius,T.B,G,all,1,412,0.09,0,3,0.13,0,0.56,1,2.07,2,0.17,0,1.3,2,0.86,0,0.09,3,0,0,0.09,0,0,0,0,0,0,0,0,2008,Riku Helenius2008,0
2008,8473474,2008,Riku Helenius,T.B,G,5on5,1,292,0.09,0,3,0.13,0,0.56,1,2.07,2,0.08,0,1.3,2,0.86,0,0.09,3,0,0,0.09,0,0,0,0,0,0,0,0,2008,Riku Helenius2008,0
2008,8473474,2008,Riku Helenius,T.B,G,4on5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,Riku Helenius2008,0
2008,8473474,2008,Riku Helenius,T.B,G,5on4,1,120,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,Riku Helenius2008,0
2008,8469732,2008,Joey MacDonald,NYI,G,other,49,6676,13.4,17,170,6.98,9,17.55,19,90.35,111,2.25,3,51.5,45,34.75,41,11.76,78,37,17,2.82,4.52,6.06,6,2,9,38,2,1,2008,Joey MacDonald2008,0
2008,8469732,2008,Joey MacDonald,NYI,G,all,49,166064,133.28,157,2986,108.59,104,346.31,396,1539.82,1584,41.21,48,880.21,712,669.49,790,127.69,1695,385,115,49.17,46.37,37.74,66,49,42,791,6,3,2008,Joey MacDonald2008,0
2008,8469732,2008,Joey MacDonald,NYI,G,5on5,49,124380,87.16,106,2238,75.62,66,268.79,306,1146.68,1161,29.68,32,652.25,521,510.83,608,85.01,1302,268,63,37.49,32.19,17.48,50,39,17,605,2,1,2008,Joey MacDonald2008,0
2008,8469732,2008,Joey MacDonald,NYI,G,4on5,49,18206,29.21,31,507,24.18,27,54.64,60,263.54,270,1.41,2,164.29,140,91.82,107,27.42,270,74,30,7.44,8.89,12.88,8,8,15,133,0,0,2008,Joey MacDonald2008,0
2008,8469732,2008,Joey MacDonald,NYI,G,5on4,49,16802,3.43,3,67,1.7,2,4.84,9,37.12,39,7.8,11,11.17,6,30.84,33,3.41,42,6,5,1.33,0.77,1.32,2,0,1,14,2,1,2008,Joey MacDonald2008,0
2008,8473975,2008,Erik Ersberg,L.A,G,other,28,3401,7.86,9,110,3.55,1,10.98,12,55.74,53,1.16,1,30.48,36,23.59,25,7.35,62,15,8,2.38,1.97,3.52,3,2,4,25,0,0,2008,Erik Ersberg2008,0
2008,8473975,2008,Erik Ersberg,L.A,G,all,28,88620,61.24,65,1276,43.79,43,142.59,152,647.12,651,24.12,24,365.89,342,278.4,337,58.8,767,140,56,24,17.42,19.82,26,21,18,313,2,1,2008,Erik Ersberg2008,0
2008,8473975,2008,Erik Ersberg,L.A,G,5on5,28,65463,37.45,42,891,29.88,29,108.14,118,465.12,472,17.13,17,263.45,236,200.71,248,36.53,559,96,30,18.02,11.63,7.8,21,15,6,206,0,0,2008,Erik Ersberg2008,0
2008,8473975,2008,Erik Ersberg,L.A,G,4on5,28,9401,13.97,13,239,9.43,11,20.42,20,104.2,105,0.45,1,65.38,62,36.29,47,13.01,121,25,16,2.87,3.15,7.96,2,3,8,77,0,0,2008,Erik Ersberg2008,0
2008,8473975,2008,Erik Ersberg,L.A,G,5on4,28,10355,1.96,1,36,0.93,2,3.06,2,22.06,21,5.38,5,6.58,8,17.81,17,1.92,25,4,2,0.74,0.68,0.54,0,1,0,5,2,1,2008,Erik Ersberg2008,0
2008,8466339,2008,Scott Clemmensen,N.J,G,other,40,3905,7.4,7,117,4.45,6,12.77,15,62.28,70,1.48,0,33.92,28,24.61,31,6.73,58,23,7,1.86,2.88,2.66,1,3,3,29,0,0,2008,Scott Clemmensen2008,0
2008,8466339,2008,Scott Clemmensen,N.J,G,all,40,141319,90.75,94,2004,72.75,57,248.54,245,1098.66,1138,38.14,21,613.53,455,468.4,653,87.92,1218,234,84,34.16,27.92,28.66,30,31,33,468,2,1,2008,Scott Clemmensen2008,0
2008,8466339,2008,Scott Clemmensen,N.J,G,5on5,40,110975,59.43,60,1514,51.9,42,196.14,194,833.82,856,28.02,18,460.13,343,365.57,500,58.08,945,175,44,26.51,20.95,11.97,25,23,12,350,2,1,2008,Scott Clemmensen2008,0
2008,8466339,2008,Scott Clemmensen,N.J,G,4on5,40,14056,21.33,24,327,15.02,8,35.22,33,175.1,184,1.15,0,109.78,77,60.1,99,20.54,188,29,30,4.85,3.38,13.11,3,4,17,80,0,0,2008,Scott Clemmensen2008,0
2008,8466339,2008,Scott Clemmensen,N.J,G,5on4,40,12383,2.12,3,33,1.03,1,2.74,1,20.02,22,7.19,3,6.16,2,14.37,20,2.11,20,4,3,0.76,0.44,0.93,1,1,1,6,0,0,2008,Scott Clemmensen2008,0
2008,8467453,2008,Andrew Raycroft,COL,G,other,31,2546,6.77,10,87,3.61,6,10.1,2,47.88,47,0.84,0,26.13,20,17.95,28,6.32,49,9,10,1.62,1.02,4.13,2,1,7,19,0,0,2008,Andrew Raycroft2008,0
2008,8467453,2008,Andrew Raycroft,COL,G,all,31,103046,73.5,90,1620,55.54,70,186.87,193,822.47,836,24.95,16,457.78,352,361.11,469,71.25,956,183,59,30.4,22.21,20.89,33,29,28,422,2,1,2008,Andrew Raycroft2008,0
2008,8467453,2008,Andrew Raycroft,COL,G,5on5,31,80190,49.57,61,1254,40.69,53,149.24,160,635.15,647,18.63,13,351.33,270,283.81,363,48.12,753,137,33,24.08,16.53,8.97,28,23,10,331,2,1,2008,Andrew Raycroft2008,0
2008,8467453,2008,Andrew Raycroft,COL,G,4on5,31,9941,14.83,17,239,10.17,10,24.57,28,117.59,123,0.55,0,73.79,57,42.75,59,14.51,129,33,13,3.68,4.21,6.94,2,5,10,64,0,0,2008,Andrew Raycroft2008,0
2008,8467453,2008,Andrew Raycroft,COL,G,5on4,31,10369,2.34,2,40,1.08,1,2.96,3,21.85,19,4.93,3,6.52,5,16.6,19,2.3,25,4,3,1.02,0.46,0.86,1,0,1,8,0,0,2008,Andrew Raycroft2008,0
2008,8455710,2008,Martin Brodeur,N.J,G,other,31,4346,6.16,7,98,3.73,2,10.95,15,52.79,59,1.38,1,28.38,24,20.27,27,5.95,55,15,6,2.11,1.88,2.18,3,3,1,22,0,0,2008,Martin Brodeur2008,113
2008,8455710,2008,Martin Brodeur,N.J,G,all,31,108815,70.14,73,1466,53.72,48,180.77,154,808.75,870,31.67,27,449.36,351,353.11,488,68.12,897,183,59,25.19,22.09,22.85,22,25,26,327,4,2,2008,Martin Brodeur2008,113
2008,8455710,2008,Martin Brodeur,N.J,G,5on5,31,82746,42.8,40,1062,35.44,39,136.19,104,580.48,621,23.36,19,320.24,249,261.44,368,41.96,659,130,27,18.73,15.39,8.67,16,14,10,246,4,2,2008,Martin Brodeur2008,113
2008,8455710,2008,Martin Brodeur,N.J,G,4on5,31,10653,19.75,26,265,13.79,7,30.88,32,155.99,170,0.76,0,95.05,72,53.59,74,18.79,161,31,26,3.74,4.01,12,3,8,15,47,0,0,2008,Martin Brodeur2008,113
2008,8455710,2008,Martin Brodeur,N.J,G,5on4,31,11070,1.34,0,40,0.72,0,2.62,3,18.75,19,6.02,6,5.36,6,17.41,18,1.34,21,7,0,0.54,0.81,0,0,0,0,12,0,0,2008,Martin Brodeur2008,113
2008,8468685,2008,Henrik Lundqvist,NYR,G,other,70,12210,17.46,17,257,10.72,12,28.18,32,140.72,145,5.07,4,82.34,75,51.99,63,15.47,133,52,18,4.52,6.26,6.68,9,5,3,54,0,0,2008,Henrik Lundqvist2008,13
2008,8468685,2008,Henrik Lundqvist,NYR,G,all,70,252766,176.65,169,3618,134.46,121,446.75,402,2004.57,2035,73.73,62,1124,922,862.3,1142,167.76,2137,520,164,59.7,61.42,55.51,56,62,51,797,0,0,2008,Henrik Lundqvist2008,13
2008,8468685,2008,Henrik Lundqvist,NYR,G,5on5,70,189563,115.43,116,2667,92.34,74,342.48,292,1468.43,1485,53.89,44,813.7,655,644.11,865,112.08,1585,383,90,45.74,44.86,24.84,42,47,27,609,0,0,2008,Henrik Lundqvist2008,13
2008,8468685,2008,Henrik Lundqvist,NYR,G,4on5,70,24795,38.57,26,597,28.53,32,67.37,71,330.97,329,1.65,1,208.92,179,115.81,159,35.09,353,69,50,7.74,8.28,22.54,2,6,18,125,0,0,2008,Henrik Lundqvist2008,13
2008,8468685,2008,Henrik Lundqvist,NYR,G,5on4,70,26198,5.05,10,91,2.73,3,7.92,6,60.91,71,12.91,13,17.22,13,48.36,51,4.99,61,16,6,1.57,2.03,1.45,3,4,3,8,0,0,2008,Henrik Lundqvist2008,13
2008,8458568,2008,Chris Osgood,DET,G,other,46,5442,12.3,20,158,6.47,9,16.4,13,87.65,96,3.21,4,49,47,33.98,35,10.98,80,35,14,2.83,4.15,5.32,8,7,5,29,0,0,2008,Chris Osgood2008,1
2008,8458568,2008,Chris Osgood,DET,G,all,46,159763,117.96,137,2004,78.09,77,257.23,247,1170.13,1208,49.36,56,636.34,495,485.41,630,112.62,1186,318,119,36.97,38.61,42.38,43,43,51,381,8,3,2008,Chris Osgood2008,1
2008,8458568,2008,Chris Osgood,DET,G,5on5,46,123105,75.75,82,1455,54.02,52,197,194,860.01,874,35.34,39,462.33,363,369.01,472,73.23,897,223,68,28.22,26.98,20.55,31,25,26,267,8,3,2008,Chris Osgood2008,1
2008,8458568,2008,Chris Osgood,DET,G,4on5,46,16177,27.49,31,350,16.47,15,40.49,40,197.02,211,1.1,0,117.9,80,64.09,101,26.01,185,55,33,5.33,6.73,15.42,4,10,17,77,0,0,2008,Chris Osgood2008,1
2008,8458568,2008,Chris Osgood,DET,G,5on4,46,15039,2.41,4,41,1.13,1,3.35,0,25.46,27,9.71,13,7.11,5,18.33,22,2.4,24,5,4,0.58,0.75,1.08,0,1,3,8,0,0,2008,Chris Osgood2008,1
2008,8474550,2008,Antti Niemi,CHI,G,other,3,236,0.23,1,9,0.14,0,0.45,0,2.34,3,0.03,0,1.17,2,1.02,1,0.23,3,1,0,0.13,0.1,0,1,0,0,5,0,0,2008,Antti Niemi2008,0
2008,8474550,2008,Antti Niemi,CHI,G,all,3,8479,4.88,8,86,3.49,3,11.41,7,52,59,2.63,6,28.09,26,20.57,26,4.68,54,12,5,1.64,1.45,1.78,2,3,3,15,0,0,2008,Antti Niemi2008,0
2008,8474550,2008,Antti Niemi,CHI,G,5on5,3,5961,4.05,6,59,2.31,3,8.35,6,38.1,44,1.81,5,19.38,18,15.72,17,3.86,36,11,4,1.35,1.35,1.35,1,3,2,8,0,0,2008,Antti Niemi2008,0
2008,8474550,2008,Antti Niemi,CHI,G,4on5,3,968,0.59,1,18,1.04,0,2.62,1,11.56,12,0.04,0,7.55,6,3.83,8,0.59,15,0,1,0.16,0,0.43,0,0,1,2,0,0,2008,Antti Niemi2008,0
2008,8474550,2008,Antti Niemi,CHI,G,5on4,3,1314,0,0,0,0,0,0,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,Antti Niemi2008,0
2008,8471239,2008,Cory Schneider,VAN,G,other,8,1765,1.03,1,18,0.48,0,1.67,1,7.97,9,0.22,0,4.06,3,3.48,6,1.02,5,5,1,0.17,0.58,0.28,0,1,0,7,0,0,2008,Cory Schneider2008,0
2008,8471239,2008,Cory Schneider,VAN,G,all,8,21324,15.53,20,313,11.65,7,37.66,38,170.8,162,5.42,6,95.92,59,71.84,114,15.32,169,56,13,5.34,6.56,3.62,7,7,6,75,0,0,2008,Cory Schneider2008,0
2008,8471239,2008,Cory Schneider,VAN,G,5on5,8,15894,11.79,15,244,8.88,6,30.59,34,134.8,130,4.14,5,75.03,51,56.57,81,11.65,136,41,10,4.15,4.88,2.76,7,3,5,57,0,0,2008,Cory Schneider2008,0
2008,8471239,2008,Cory Schneider,VAN,G,4on5,8,2290,2.48,4,43,2.15,1,4.68,2,23.61,21,0.21,1,15.52,5,8.36,22,2.42,23,9,2,0.88,1.01,0.59,0,3,1,9,0,0,2008,Cory Schneider2008,0
2008,8471239,2008,Cory Schneider,VAN,G,5on4,8,1375,0.23,0,8,0.14,0,0.73,1,4.42,2,0.85,0,1.32,0,3.43,5,0.23,5,1,0,0.14,0.1,0,0,0,0,2,0,0,2008,Cory Schneider2008,0
2008,8465161,2008,Steve Valiquette,NYR,G,other,15,2071,4.2,3,61,2.75,6,7.73,3,37.17,38,0.76,1,19.76,19,15.34,18,3.87,31,16,4,0.99,1.96,1.25,1,0,2,10,0,0,2008,Steve Valiquette2008,0
2008,8465161,2008,Steve Valiquette,NYR,G,all,15,51803,39.6,41,798,31.25,31,100.68,88,445.66,450,13.93,11,248,227,186.83,218,37.89,454,138,29,13.92,17.52,8.16,16,16,9,177,2,1,2008,Steve Valiquette2008,0
2008,8465161,2008,Steve Valiquette,NYR,G,5on5,15,39934,27.72,29,589,21.5,21,76.52,63,325.41,327,10.36,6,179.82,169,137.59,160,27.01,339,94,21,10.2,11.81,5.71,11,12,6,135,2,1,2008,Steve Valiquette2008,0
2008,8465161,2008,Steve Valiquette,NYR,G,4on5,15,5553,6.46,7,122,5.99,4,13.87,18,66.97,69,0.53,1,42.24,36,24.35,28,5.8,69,23,3,2.35,3.11,1,2,4,1,27,0,0,2008,Steve Valiquette2008,0
2008,8465161,2008,Steve Valiquette,NYR,G,5on4,15,4245,1,2,19,0.53,0,1.44,2,10.78,11,2.2,3,2.98,1,7.75,9,0.99,9,4,1,0.27,0.52,0.21,2,0,0,5,0,0,2008,Steve Valiquette2008,0
2008,8471302,2008,Justin Pogge,TOR,G,other,7,518,1.77,2,16,0.73,0,2,2,10.76,13,0.07,0,4.35,3,5.8,8,1.73,6,5,4,0.12,0.76,0.9,0,1,1,1,0,0,2008,Justin Pogge2008,0
2008,8471302,2008,Justin Pogge,TOR,G,all,7,22302,14.75,27,312,10.9,4,35.28,26,165.5,173,6.17,10,92.51,72,77.46,102,14.56,176,46,14,4.65,5.58,4.52,14,8,5,76,0,0,2008,Justin Pogge2008,0
2008,8471302,2008,Justin Pogge,TOR,G,5on5,7,17807,9.33,20,239,8.18,2,29.4,22,130.98,131,4.83,8,73.93,57,60.14,80,9.23,145,35,5,4,4.05,1.27,12,7,1,54,0,0,2008,Justin Pogge2008,0
2008,8471302,2008,Justin Pogge,TOR,G,4on5,7,2124,3.61,5,55,1.94,2,3.67,2,22.32,27,0.14,0,13.75,12,10.33,13,3.56,23,6,5,0.49,0.77,2.35,2,0,3,21,0,0,2008,Justin Pogge2008,0
2008,8471302,2008,Justin Pogge,TOR,G,5on4,7,1853,0.04,0,2,0.04,0,0.22,0,1.44,2,1.13,2,0.48,0,1.18,1,0.04,2,0,0,0.04,0,0,0,0,0,0,0,0,2008,Justin Pogge2008,0
2008,8470093,2008,Mike McKenna,T.B,G,other,15,1394,3.72,7,42,2.08,0,4.5,7,24.24,29,0.57,1,14.24,13,7.78,8,3.35,13,20,2,0.53,2.61,0.59,2,4,1,7,0,0,2008,Mike McKenna2008,0
2008,8470093,2008,Mike McKenna,T.B,G,all,15,46551,34.46,46,698,27.18,18,84.96,84,384.08,406,11.67,12,215.97,150,164.26,234,33.26,400,119,23,12.6,14.67,7.19,15,19,12,156,0,0,2008,Mike McKenna2008,0
2008,8470093,2008,Mike McKenna,T.B,G,5on5,15,35729,21.21,23,489,17.44,14,62.9,61,270.69,272,8.38,9,151.97,100,119.02,177,20.94,300,69,12,9.6,8.36,3.25,9,10,4,108,0,0,2008,Mike McKenna2008,0
2008,8470093,2008,Mike McKenna,T.B,G,4on5,15,5211,8.2,13,141,7,4,15.58,14,74.16,86,0.3,1,45.29,33,25.25,36,7.65,70,26,8,1.93,3.23,3.04,2,5,6,37,0,0,2008,Mike McKenna2008,0
2008,8470093,2008,Mike McKenna,T.B,G,5on4,15,4217,1.32,3,26,0.66,0,1.98,2,15,19,2.41,1,4.49,4,12.21,13,1.32,17,4,1,0.54,0.47,0.31,2,0,1,4,0,0,2008,Mike McKenna2008,0
2008,8470090,2008,Fredrik Norrena,CBJ,G,other,8,879,2.11,3,31,1,1,3.45,2,16.1,18,0.37,0,9.05,9,6.93,7,1.94,17,4,3,0.62,0.43,1.05,2,1,0,7,0,0,2008,Fredrik Norrena2008,0
2008,8470090,2008,Fredrik Norrena,CBJ,G,all,8,19391,11.77,17,246,8.49,9,28.54,17,126.09,133,5.12,5,72.59,59,55.58,77,11.34,147,23,12,4.27,3.04,4.46,4,5,8,64,0,0,2008,Fredrik Norrena2008,0
2008,8470090,2008,Fredrik Norrena,CBJ,G,5on5,8,14492,5.83,8,169,5.28,5,19.93,14,83.29,92,3.81,4,48.91,39,38.32,54,5.65,104,13,4,2.99,1.75,1.09,2,2,4,48,0,0,2008,Fredrik Norrena2008,0
2008,8470090,2008,Fredrik Norrena,CBJ,G,4on5,8,1496,3.46,5,39,2.05,3,4.55,1,22.03,20,0.15,0,13.41,11,6.83,11,3.38,21,5,5,0.47,0.67,2.31,0,1,4,8,0,0,2008,Fredrik Norrena2008,0
2008,8470090,2008,Fredrik Norrena,CBJ,G,5on4,8,2524,0.37,1,7,0.17,0,0.61,0,4.67,3,0.78,1,1.22,0,3.5,5,0.37,5,1,0,0.18,0.19,0,0,1,0,1,0,0,2008,Fredrik Norrena2008,0
2008,8471734,2008,Jonathan Quick,L.A,G,other,44,5296,9.34,8,133,5.16,6,13.77,14,71.49,67,2.61,1,40.75,38,26.96,35,8.74,66,27,9,2.68,3.35,3.31,2,2,4,31,0,0,2008,Jonathan Quick2008,0
2008,8471734,2008,Jonathan Quick,L.A,G,all,44,149094,110.7,103,2253,84.61,67,267.15,257,1204.12,1200,38.22,22,690.33,611,504.72,633,107.32,1266,348,89,37.93,41.79,30.98,27,42,34,550,0,0,2008,Jonathan Quick2008,0
2008,8471734,2008,Jonathan Quick,L.A,G,5on5,44,111715,66.31,64,1606,54.89,37,197.14,193,847,866,27.84,18,474.5,414,369.12,454,64.99,921,231,39,27.44,28.02,10.86,23,30,11,415,0,0,2008,Jonathan Quick2008,0
2008,8471734,2008,Jonathan Quick,L.A,G,4on5,44,17823,32.12,29,464,23.19,22,51.79,43,256.42,238,1.18,0,165.62,154,87.7,120,30.71,252,80,38,6.86,9.17,16.08,2,9,18,94,0,0,2008,Jonathan Quick2008,0
2008,8471734,2008,Jonathan Quick,L.A,G,5on4,44,14260,2.71,2,45,1.24,2,3.77,6,26.25,26,6.39,3,8.08,4,19.43,22,2.67,24,9,3,0.84,1.14,0.73,0,1,1,9,0,0,2008,Jonathan Quick2008,0
2008,8469152,2008,Ty Conklin,DET,G,other,39,4373,6.72,7,104,3.8,6,9.44,11,47.64,60,2.17,5,28.09,31,17.89,19,5.87,55,15,7,2.18,1.85,2.69,3,4,0,27,0,0,2008,Ty Conklin2008,0
2008,8469152,2008,Ty Conklin,DET,G,all,39,129732,84.93,91,1695,63.65,46,208.94,260,937.88,1001,40.21,51,522.77,404,391.48,504,81.7,1031,255,69,32.05,29.72,23.16,43,24,24,340,4,2,2008,Ty Conklin2008,0
2008,8469152,2008,Ty Conklin,DET,G,5on5,39,100163,58.54,58,1234,44.65,30,163.21,211,706.76,741,28.32,29,386.24,281,299.18,389,57.07,764,199,40,24.49,23.07,10.99,31,14,13,231,4,2,2008,Ty Conklin2008,0
2008,8469152,2008,Ty Conklin,DET,G,4on5,39,11824,18.62,26,319,14.41,10,33.22,35,160.57,174,0.64,2,101.96,87,53.37,72,17.71,180,39,22,4.55,4.58,9.49,9,6,11,78,0,0,2008,Ty Conklin2008,0
2008,8469152,2008,Ty Conklin,DET,G,5on4,39,13372,1.06,0,38,0.8,0,3.08,3,22.91,26,9.08,15,6.48,5,21.03,24,1.05,32,2,0,0.84,0.22,0,0,0,0,4,0,0,2008,Ty Conklin2008,0
2008,8470880,2008,Brian Elliott,OTT,G,other,31,3909,4.55,5,69,2.45,3,7.25,4,35.68,41,1.44,0,20.08,19,13.56,18,4.38,32,12,6,0.96,1.51,2.08,2,2,1,19,0,0,2008,Brian Elliott2008,0
2008,8470880,2008,Brian Elliott,OTT,G,all,31,100022,68.85,77,1438,51.02,56,172.35,173,762.76,786,24.44,20,428.6,328,321.04,413,65.33,821,183,64,24.18,21.67,23.01,29,27,21,370,0,0,2008,Brian Elliott2008,0
2008,8470880,2008,Brian Elliott,OTT,G,5on5,31,76059,43.93,47,1077,36.42,39,135.92,140,576.23,594,17.75,19,321.63,246,248.82,320,42.58,635,142,29,19.24,16.99,7.7,21,23,3,271,0,0,2008,Brian Elliott2008,0
2008,8470880,2008,Brian Elliott,OTT,G,4on5,31,10338,17.92,23,254,11.12,12,26.12,26,127.9,129,0.82,0,79.45,58,42.29,57,15.95,132,23,26,3.38,2.48,12.07,5,2,16,73,0,0,2008,Brian Elliott2008,0
2008,8470880,2008,Brian Elliott,OTT,G,5on4,31,9716,1.77,1,35,0.86,2,2.71,3,20.7,20,4.43,1,6.29,4,15.77,17,1.72,20,6,2,0.58,0.69,0.49,1,0,0,7,0,0,2008,Brian Elliott2008,0
2008,8466141,2008,Roberto Luongo,VAN,G,other,53,8173,11.98,12,220,9.36,3,24.3,43,122.22,137,2.55,1,75.58,61,46.94,54,11.59,133,35,10,4.33,4.2,3.45,7,2,3,42,0,0,2008,Roberto Luongo2008,5
